FragID,Species,Tank,Treatment,Parent,T0,T1,T2,T3,T4,T5,T6,Tf,Origin,Transplant,NP0,R0,NPf,Rf,SA,AFDWg,BMgcm2,AFDWmg,BMmgcm2,GP0,GPf,t0GPSA,t0NPSA,t0RSA,tfGPSA,tfNPSA,tfRSA,BWT0,BWTf,dDryWt.g.d,x.d,g.cm2.d,mg.cm2.d
2474,PCOM,4,Ambient,154,629,630,652,653,655,648,656,633,Inner Bay,Outer Bay,1.132750762,0.681133349,0.959962463,0.557387845,40.62976,,,,,1.813884111,1.517350308,0.044644224,0.027879829,0.016764395,0.037345786,0.023627077,0.013718709,9.936,10.466,0.118393754,0.520389863,0.002913966,2.913966364
2511,PCOM,1,Ambient,154,623,642,629,635,628,672,613,646,Inner Bay,Inner Bay,0.676205102,0.453137399,0.748025508,0.425346824,18.98461,,,,,1.129342501,1.173372332,0.059487264,0.035618593,0.02386867,0.061806502,0.039401679,0.022404823,8.87,9.055,0.040185747,0.197868398,0.002116754,2.116753886
2516,PCOM,7,High,154,638,634,655,626,627,634,620,631,Inner Bay,Inner Bay,0.636694919,0.342295905,0.308526108,0.239416238,28.38169,,,,,0.978990824,0.547942346,0.034493747,0.022433298,0.012060448,0.019306192,0.010870604,0.008435588,6.411,6.626,0.045342892,0.308904733,0.001597611,1.597610713
2526,PCOM,7,High,158,579,608,521,605,602,578,548,548,Inner Bay,Inner Bay,0.68960391,0.409563107,0.510749924,0.298517731,22.622,0.234576,0.010369375,234.576,10.36937494,1.099167017,0.809267655,0.04858841,0.030483773,0.018104637,0.03577348,0.022577576,0.013195904,8.177,8.246,0.01081649,0.05777392,4.78E-04,0.478140306
256,MCAP,2,Ambient,169,642,580,582,600,585,615,609,604,Inner Bay,Outer Bay,0.472343449,0.226608173,0.394787651,0.310338717,,,,,,0.698951622,0.705126368,,,,,,,3.29,3.385,0.018491543,0.285038955,,
2561,PCOM,1,Ambient,158,630,639,666,632,649,642,654,637,Inner Bay,Outer Bay,0.291516811,0.179737449,0.336518973,0.137462452,15.40816,,,,,0.47125426,0.473981425,0.03058472,0.018919638,0.011665082,0.030761715,0.021840309,0.008921406,2.41,2.495,0.018869641,0.341963317,0.001224652,1.224652457
2570,PCOM,3,Ambient,158,632,630,640,618,648,650,679,659,Inner Bay,Inner Bay,0.491836904,0.242443766,0.45478455,0.272319406,18.64561,,,,,0.73428067,0.727103956,0.039380888,0.026378161,0.013002726,0.038995987,0.024390972,0.014605015,4.642,5.008,0.083078261,0.781616791,0.004455647,4.455647254
2596,PCOM,4,Ambient,158,622,593,639,622,600,649,641,642,Inner Bay,Outer Bay,0.958277399,0.497679507,0.8858123,0.552008645,40.93486,,,,,1.455956906,1.437820945,0.035567653,0.023409813,0.012157841,0.035124609,0.021639559,0.01348505,8.577,8.801,0.048896852,0.248978607,0.001194504,1.194503951
2611,PCOM,2,Ambient,157,656,656,637,631,635,614,615,615,Inner Bay,Outer Bay,0.858547214,0.575383451,0.494825236,0.313987448,39.752,0.1266075,0.003184934,126.6075,3.184934091,1.433930665,0.808812684,0.036071912,0.021597585,0.014474327,0.020346465,0.012447807,0.007898658,9.57,9.981,0.092730183,0.423172582,0.002332717,2.332717423
2646,PCOM,5,High,157,625,621,623,560,549,614,569,538,Inner Bay,Inner Bay,0.43667759,0.258737786,0.107488561,0.104865532,18.023,0.118602,0.006580591,118.602,6.580591466,0.695415376,0.212354093,0.038584885,0.024228907,0.014355978,0.011782394,0.005963966,0.005818428,4.446,4.537,0.018200465,0.178785055,0.001009847,1.009846585
266,MCAP,6,High,169,570,635,634,657,629,619,624,597,Inner Bay,Inner Bay,0.281309107,0.144639492,0.183117608,0.162763397,16.987,0.09486,0.00558427,94.86,5.584270324,0.425948599,0.345881005,0.025074975,0.016560258,0.008514717,0.020361512,0.010779867,0.009581645,1.67,1.689,0.003029092,0.091988357,1.78E-04,0.178318243
2664,PCOM,6,High,157,639,687,630,604,604,575,588,529,Inner Bay,Outer Bay,1.212224222,0.749189519,0.364716745,0.413427045,31.16488,,,,,1.961413741,0.77814379,0.062936669,0.038897125,0.024039544,0.024968612,0.011702812,0.013265799,10.948,11.158,0.041197437,0.164348861,0.001321919,1.321918679
2679,PCOM,4,Ambient,157,604,606,640,635,625,622,622,634,Inner Bay,Inner Bay,0.513593734,0.245087899,0.335946593,0.210589733,15.354,0.10179,0.006629543,101.79,6.62954279,0.758681633,0.546536326,0.049412637,0.033450159,0.015962479,0.035595697,0.02188007,0.013715627,5.627,5.724,0.022785959,0.176837415,0.001484041,1.484040576
2693,PCOM,2,Ambient,96,615,609,631,626,640,633,625,632,Inner Bay,Inner Bay,0.697447781,0.420740679,0.699313834,0.394112491,26.56126,,,,,1.11818846,1.093426325,0.042098472,0.026258083,0.015840389,0.041166207,0.026328338,0.014837869,7.53,7.87,0.077000914,0.446598685,0.002898993,2.898993271
2704,PCOM,3,Ambient,96,677,634,664,641,635,639,646,624,Inner Bay,Outer Bay,0.977786159,0.573321282,0.804253299,0.409042911,40.196,0.13887,0.003454821,138.87,3.454821375,1.551107441,1.21329621,0.038588602,0.024325459,0.014263143,0.030184501,0.020008292,0.010176209,8.465,8.958,0.111500339,0.575253415,0.002773916,2.773916285
2716,PCOM,6,High,96,603,607,609,607,630,601,572,573,Inner Bay,Inner Bay,2.132397011,0.812640917,1.192464508,0.681874538,50.013,0.124929,0.002497931,124.929,2.497930538,2.945037928,1.874339046,0.058885448,0.042636855,0.016248594,0.037477037,0.023843091,0.013633946,13.232,13.578,0.070667145,0.233255309,0.001412976,1.412975526
2811,PCOM,6,High,50,588,591,609,596,575,601,572,565,Outer Bay,Inner Bay,0.701956141,0.556341744,0.334285281,0.295425872,26.63923,,,,,1.258297885,0.629711153,0.047234769,0.026350467,0.020884303,0.023638489,0.012548609,0.01108988,10.493,10.51,-0.002366897,-0.00985188,-8.89E-05,-0.088850053
2813,PCOM,3,Ambient,50,593,650,620,629,618,630,617,629,Outer Bay,Outer Bay,0.878867295,0.654589401,0.824045751,0.63327916,38.09743,,,,,1.533456696,1.457324911,0.040250922,0.023068939,0.017181983,0.038252578,0.021629956,0.016622622,8.191,8.355,0.036188338,0.19294863,9.50E-04,0.949889218
2826,PCOM,2,Ambient,50,633,618,619,645,683,627,609,626,Outer Bay,Inner Bay,0.269054072,0.159548541,0.276847167,0.183947255,17.639,0.090855,0.005150802,90.855,5.1508022,0.428602613,0.460794422,0.024298578,0.015253363,0.009045215,0.026123614,0.015695174,0.01042844,3.49,3.549,0.013043788,0.163223752,7.39E-04,0.739485685
2840,PCOM,7,High,50,616,631,647,623,614,617,572,571,Outer Bay,Outer Bay,0.845579169,0.645833571,0.323841554,0.309722797,45.013,0.1613565,0.003584664,161.3565,3.58466443,1.49141274,0.633564351,0.033132934,0.018785221,0.014347712,0.014075142,0.007194401,0.006880741,9.806,9.966,0.031049636,0.138294766,6.90E-04,0.689792638
2895,MCAP,8,High,55,635,611,606,617,595,578,588,552,Outer Bay,Outer Bay,1.089765132,0.466498331,0.571554474,0.791108579,61.287,0.49491,0.008075285,494.91,8.075285134,1.556263463,1.362663053,0.025393044,0.017781342,0.007611701,0.022234129,0.009325868,0.012908261,8.401,8.547,0.025764171,0.155535915,4.20E-04,0.420385579
2907,MCAP,2,Ambient,55,564,573,599,611,616,620,608,607,Outer Bay,Inner Bay,0.750546903,0.482583158,0.902483417,0.582464618,44.762,0.379728,0.008483267,379.728,8.483267057,1.233130061,1.484948035,0.027548592,0.016767502,0.01078109,0.0331743,0.020161821,0.01301248,5.09,5.264,0.033918224,0.337936334,7.58E-04,0.757745945
2909,MCAP,6,High,55,600,603,625,625,599,599,598,590,Outer Bay,Inner Bay,1.298441782,0.662581512,0.827891724,0.932480737,72.12286,,,,,1.961023294,1.760372461,0.027190038,0.018003193,0.009186845,0.024407968,0.011478909,0.012929059,9.665,9.756,0.014104872,0.074013606,1.96E-04,0.195567286
2912,MCAP,4,Ambient,55,582,596,629,639,626,613,648,642,Outer Bay,Outer Bay,1.394082455,0.678866184,1.891921119,0.868407447,68.53285,,,,,2.072948639,2.760328566,0.030247518,0.020341814,0.009905705,0.040277452,0.027606048,0.012671404,7.742,7.922,0.034126196,0.223542676,4.98E-04,0.497953843
2955,PCOM,5,High,56,650,612,593,625,614,572,527,491,Outer Bay,Inner Bay,0.904321733,0.553274114,0.008582907,0.342257584,47.18941,,,,,1.457595847,0.350840491,0.030888198,0.019163658,0.01172454,0.007434729,1.82E-04,0.007252847,10.283,10.426,0.0261389,0.1110156,5.54E-04,0.553914533
2976,PCOM,7,High,56,665,640,657,627,610,542,208,312,Outer Bay,Outer Bay,1.546282057,0.826483652,-0.01113954,0.240380709,67.04125,,,,,2.372765709,0.229241169,0.035392623,0.023064636,0.012327987,0.003419405,-1.66E-04,0.003585564,10.096,10.201,0.018325188,0.079275724,2.73E-04,0.27334198
2978,PCOM,3,Ambient,56,621,670,655,645,657,652,646,640,Outer Bay,Outer Bay,,,1.05950432,0.576248716,69.18,0.3090375,0.004467151,309.0375,4.467150911,,1.635753036,,,,0.023644883,0.015315182,0.008329701,13.052,13.416,0.081146191,0.271518495,0.001172972,1.172971827
3049,MCAP,7,High,163,574,583,659,645,582,596,545,554,Inner Bay,Inner Bay,1.151642224,0.487814087,0.92593298,0.899938044,63.613,0.252252,0.003965416,252.252,3.965415874,1.639456311,1.825871024,0.025772347,0.018103882,0.007668465,0.028702797,0.014555719,0.014147078,10.114,10.27,0.027074702,0.135764888,4.26E-04,0.425615865
3051,MCAP,4,Ambient,163,621,622,630,637,652,642,642,647,Inner Bay,Outer Bay,1.637796229,0.752464376,0.998928516,0.806549167,69.38,0.588978,0.008489161,588.978,8.489161142,2.390260605,1.805477683,0.034451724,0.023606172,0.010845552,0.026023028,0.014397932,0.011625096,11.108,11.586,0.092248835,0.421162333,0.001329617,1.329617109
307,MCAP,6,High,125,601,599,594,623,637,591,588,593,Inner Bay,Outer Bay,1.087433245,0.565756168,0.545873556,0.7176361,51.481,0.195624,0.003799926,195.624,3.799926186,1.653189413,1.263509656,0.032112613,0.021123002,0.010989611,0.024543223,0.010603398,0.013939824,10.631,10.657,6.60E-04,0.003149533,1.28E-05,0.012824013
3070,MCAP,8,High,163,597,600,611,635,638,627,616,611,Inner Bay,Inner Bay,1.580437718,0.577723707,1.198157981,0.768959396,87.571,0.343035,0.003917221,343.035,3.917221455,2.158161425,1.967117377,0.024644705,0.018047501,0.006597203,0.022463114,0.013682132,0.008780982,9.621,9.781,0.027596378,0.145471317,3.15E-04,0.31513147
3071,MCAP,8,High,163,563,624,600,614,640,622,606,591,Inner Bay,Outer Bay,1.938801272,0.956103889,1.469312433,1.572617561,135.21076,,,,,2.894905161,3.041929994,0.021410316,0.014339105,0.007071212,0.022497692,0.010866831,0.011630861,16.475,16.942,0.08599329,0.264718712,6.36E-04,0.635994428
3076,MCAP,3,Ambient,163,606,547,625,661,646,652,626,620,Inner Bay,Inner Bay,1.039846605,0.56775243,1.479037173,0.589378716,58.70863,,,,,1.607599035,2.068415889,0.02738267,0.017711989,0.009670681,0.035231888,0.025192841,0.010039047,8.076,8.293,0.042050174,0.264055969,7.16E-04,0.716252006
3103,MCAP,3,Ambient,24,642,595,603,643,659,658,606,648,Outer Bay,Outer Bay,0.604812431,0.312877239,0.776864266,0.381265139,38.301,0.03198,8.35E-04,31.98,0.834965145,0.91768967,1.158129405,0.02395994,0.015791035,0.008168905,0.030237576,0.020283133,0.009954443,6.17,6.278,0.020595835,0.1692851,5.38E-04,0.537736221
3124,MCAP,7,High,24,637,565,632,635,641,631,611,612,Outer Bay,Outer Bay,0.933245849,0.534795359,0.848736726,0.78237532,60.81,0.157815,0.002595215,157.815,2.595214603,1.468041208,1.631112046,0.024141444,0.015346914,0.00879453,0.026823089,0.01395719,0.012865899,10.021,10.153,0.02204417,0.111565374,3.63E-04,0.362508962
3155,MCAP,5,High,24,626,642,624,556,634,609,610,611,Outer Bay,Inner Bay,1.344312707,0.730412336,1.137673056,0.877910513,80.40802,,,,,2.074725043,2.015583569,0.025802464,0.01671864,0.009083824,0.025066947,0.014148751,0.010918196,13.068,13.31,0.042615442,0.165381649,5.30E-04,0.529989944
317,MCAP,2,Ambient,125,639,631,625,619,613,643,611,612,Inner Bay,Inner Bay,0.506877404,0.277762304,0.406477782,0.28240595,,,,,,0.784639708,0.688883732,,,,,,,5.59,5.644,0.01023019,0.092812193,,
3189,MCAP,5,High,72,640,618,586,631,622,586,567,606,Inner Bay,Outer Bay,0.9197987,0.53218584,0.27884417,0.653507975,68.458,0.158517,0.002315537,158.517,2.315536533,1.45198454,0.932352145,0.021209859,0.013435956,0.007773903,0.013619331,0.004073215,0.009546116,9.611,9.66,0.005634698,0.029732506,8.23E-05,0.082308832
319,MCAP,6,High,125,542,625,590,617,595,591,596,597,Inner Bay,Inner Bay,0.58786518,0.258565232,0.266636306,0.427618367,31.823,0.2406375,0.007561748,240.6375,7.561747792,0.846430412,0.694254673,0.026598071,0.018472965,0.008125105,0.021816129,0.008378729,0.0134374,4.646,4.73,0.014591098,0.159276085,4.59E-04,0.458507935
3206,MCAP,1,Ambient,72,633,598,598,604,607,630,609,649,Inner Bay,Outer Bay,1.125318619,0.716261027,1.308803936,0.82311422,79.40119,,,,,1.841579646,2.131918156,0.023193351,0.014172566,0.009020785,0.026849952,0.01648343,0.010366522,10.77,11.209,0.084860447,0.399598633,0.001068755,1.068755355
323,MCAP,2,Ambient,125,633,635,647,650,682,658,661,659,Inner Bay,Outer Bay,1.450428405,0.66795867,1.745495977,0.963244907,70.05835,,,,,2.118387075,2.708740884,0.030237467,0.020703148,0.009534319,0.038664069,0.024914888,0.013749181,14.11,14.34,0.044388146,0.159537674,6.34E-04,0.63358823
3232,MCAP,4,Ambient,72,575,545,598,599,605,589,610,632,Inner Bay,Inner Bay,0.279498862,0.134653445,0.325939459,0.207064479,17.96083,,,,,0.414152307,0.533003938,0.02305864,0.015561578,0.007497061,0.029675908,0.018147238,0.01152867,2.428,2.432,3.42E-04,0.007139429,1.90E-05,0.019030913
3255,MCAP,4,Ambient,170,552,593,608,619,635,628,603,631,Inner Bay,Outer Bay,1.848341256,0.847930113,1.763833721,1.07000196,68.22436,,,,,2.696271369,2.833835681,0.039520655,0.027092101,0.012428554,0.041537006,0.02585343,0.015683576,16.789,17.064,0.051271695,0.154873584,7.52E-04,0.751515954
3265,MCAP,1,Ambient,170,626,629,673,634,652,638,650,643,Inner Bay,Outer Bay,3.381308187,1.396782008,5.048719363,2.399354907,197.60371,,,,,4.778090195,7.44807427,0.024180164,0.017111562,0.007068602,0.037691976,0.02554972,0.012142256,21.722,22.352,0.120951774,0.282396408,6.12E-04,0.612092627
3327,MCAP,3,Ambient,71,648,638,653,675,689,643,633,660,Inner Bay,Outer Bay,1.309708903,0.44762516,1.486315319,0.698434109,61.68505,,,,,1.757334063,2.184749428,0.028488816,0.021232193,0.007256623,0.035417811,0.024095228,0.011322583,8.186,8.581,0.076883206,0.476304023,0.001246383,1.246383135
3332,MCAP,8,High,71,635,624,660,644,413,525,496,427,Inner Bay,Inner Bay,1.00399008,0.38200233,-0.010240272,0.246092529,61.241,0.170469,0.002783576,170.469,2.783576362,1.38599241,0.235852257,0.022631773,0.016394084,0.006237689,0.003851215,-1.67E-04,0.004018428,9.285,9.42,0.022870642,0.124923222,3.73E-04,0.373453111
3339,MCAP,4,Ambient,71,637,640,676,621,654,648,657,679,Inner Bay,Inner Bay,0.718793156,0.340198125,0.549652052,0.374832654,35.48374,,,,,1.058991281,0.924484706,0.02984441,0.020256973,0.009587437,0.026053756,0.015490251,0.010563505,6.197,6.303,0.019743324,0.161571413,5.56E-04,0.556404821
3349,MCAP,7,High,71,641,635,642,654,598,316,137,couldn't get reading,Inner Bay,Outer Bay,2.119744885,0.753122863,-0.099647244,0.529173045,121.54906,,,,,2.872867748,0.429525801,0.023635458,0.017439418,0.00619604,0.003533765,-8.20E-04,0.004353576,11.073,11.172,0.01520002,0.069618649,1.25E-04,0.125052551
372,MCAP,5,High,167,558,567,633,670,595,615,547,603,Inner Bay,Inner Bay,0.738973854,0.338874952,0.378020013,0.457235111,40.62,0.280449,0.00690421,280.449,6.904209749,1.077848806,0.835255124,0.026534929,0.018192365,0.008342564,0.020562657,0.009306253,0.011256404,6.142,6.269,0.025042608,0.206764378,6.17E-04,0.616509306
373,MCAP,5,High,167,617,631,632,637,618,605,575,573,Inner Bay,Outer Bay,0.676075947,0.365141643,0.479083821,0.475953061,41.067,0.118305,0.00288078,118.305,2.880780188,1.04121759,0.955036882,0.025354119,0.016462755,0.008891364,0.023255579,0.011665907,0.011589672,7.646,7.701,0.007849564,0.052064378,1.91E-04,0.191140429
384,MCAP,1,Ambient,167,600,592,629,624,641,635,641,635,Inner Bay,Inner Bay,0.369585439,0.307011901,0.439340706,0.214770491,30.958,0.1392885,0.004499273,139.2885,4.499273209,0.67659734,0.654111197,0.021855331,0.011938285,0.009917046,0.021128988,0.014191508,0.00693748,3.81,3.914,0.019886309,0.26470438,6.42E-04,0.642364139
423,MCAP,1,Ambient,167,606,605,623,649,645,651,655,654,Inner Bay,Outer Bay,0.799288465,0.505426105,0.685710882,0.405336447,45.427,0.36,0.007924802,360,7.92480243,1.30471457,1.091047329,0.028721126,0.017595009,0.011126117,0.024017596,0.015094787,0.008922809,5.6,5.679,0.014683148,0.132973634,3.23E-04,0.32322513
462,MCAP,3,Ambient,121,605,588,608,608,623,631,625,643,Inner Bay,Outer Bay,0.893682926,0.480588941,0.66597823,0.547558152,43.531,0.2025,0.004651857,202.5,4.651857297,1.374271867,1.213536382,0.031569959,0.020529805,0.011040154,0.027877521,0.015298942,0.01257858,7.527,7.746,0.042402281,0.28568706,9.74E-04,0.974070915
464,MCAP,2,Ambient,121,677,588,576,593,613,609,613,612,Inner Bay,Inner Bay,0.344504083,0.174561994,0.414654071,0.267286491,19.883,0.064098,0.003223759,64.098,3.22375899,0.519066077,0.681940562,0.026106024,0.017326565,0.00877946,0.034297669,0.020854704,0.013442966,3.93,4.019,0.017220459,0.222218593,8.66E-04,0.866089574
498,MCAP,6,High,121,596,606,576,588,597,630,604,619,Inner Bay,Inner Bay,1.792612697,0.673805361,1.788641321,0.98129487,107.02,0.363069,0.003392534,363.069,3.392534106,2.466418058,2.769936191,0.023046328,0.016750259,0.00629607,0.025882416,0.01671315,0.009169266,13.319,13.687,0.06668037,0.253901034,6.23E-04,0.623064567
506,MCAP,7,High,121,606,634,632,651,640,584,627,610,Inner Bay,Outer Bay,1.274357727,0.552197886,0.887785767,0.665933134,70.689,0.315216,0.004459195,315.216,4.4591945,1.826555613,1.553718901,0.025839319,0.018027667,0.007811652,0.021979642,0.012559037,0.009420605,12.111,12.448,0.061641167,0.2581302,8.72E-04,0.872005079
539,MCAP,7,High,52,633,606,642,627,633,611,603,602,Outer Bay,Outer Bay,0.980714481,0.3337608,0.721061549,0.328745162,61.47826,,,,,1.314475281,1.049806711,0.02138114,0.015952216,0.005428924,0.017076064,0.011728724,0.00534734,5.614,5.765,0.027479719,0.24824849,4.47E-04,0.446982706
572,MCAP,1,Ambient,52,621,586,574,630,620,649,631,637,Outer Bay,Inner Bay,1.238174304,0.703362304,1.85417295,0.836608203,105.78217,,,,,1.941536608,2.690781153,0.018354101,0.011704943,0.006649157,0.025437001,0.017528218,0.007908783,11.9,12.214,0.059916737,0.255349107,5.66E-04,0.566416221
584,MCAP,3,Ambient,52,622,624,629,632,619,636,615,625,Outer Bay,Outer Bay,0.947338921,0.424724021,0.820512049,0.487596448,60.685,0.0415875,6.85E-04,41.5875,0.685301145,1.372062942,1.308108497,0.02260959,0.015610759,0.00699883,0.021555714,0.013520838,0.008034876,6.016,6.328,0.060745257,0.512069668,0.001000993,1.000992947
594,MCAP,5,High,52,612,601,668,696,600,604,567,607,Outer Bay,Inner Bay,0.624377548,0.270385661,0.397458215,0.3398641,38.413,0.152208,0.003962409,152.208,3.96240856,0.894763209,0.737322315,0.02329324,0.016254329,0.00703891,0.019194604,0.010346971,0.008847632,4.363,4.484,0.022118626,0.257086288,5.76E-04,0.575810949
636,MCAP,3,Ambient,162,617,592,649,651,639,632,631,630,Inner Bay,Outer Bay,1.83111815,0.737819149,1.866984694,0.993087788,,,,,,2.568937299,2.860072482,,,,,,,13.107,13.007,-0.020950725,-0.08106255,,
637,MCAP,8,High,162,588,586,607,587,573,568,538,528,Inner Bay,Outer Bay,2.437993826,1.098464429,0.735268224,1.338631864,190.32877,,,,,3.536458255,2.073900088,0.018580787,0.012809382,0.005771405,0.010896409,0.003863148,0.007033261,16.522,17.055,0.098489946,0.3023255,5.17E-04,0.517472718
640,MCAP,2,Ambient,162,554,552,581,651,604,648,628,619,Inner Bay,Inner Bay,0.4572737,0.213371304,0.579067225,0.295459898,31.134,0.0818235,0.002628108,81.8235,2.628107535,0.670645004,0.874527123,0.021540599,0.014687278,0.006853321,0.028089135,0.018599191,0.009489943,3.24,3.372,0.025797384,0.403797663,8.29E-04,0.828592022
660,MCAP,5,High,162,599,591,613,619,593,593,597,561,Inner Bay,Inner Bay,0.407486364,0.189950115,0.206426907,0.261645189,28.51729,,,,,0.597436479,0.468072096,0.020949974,0.014289098,0.006660875,0.016413625,0.007238658,0.009174967,3.895,3.922,0.003850865,0.050141527,1.35E-04,0.135036148
661,MCAP,4,Ambient,162,555,674,601,601,614,611,628,617,Inner Bay,Inner Bay,0.803517218,0.28032506,0.884057568,0.548912563,46.406,0.46746,0.010073266,467.46,10.07326639,1.083842278,1.432970131,0.02335565,0.017314942,0.006040707,0.030878984,0.019050501,0.011828483,6.83,7.023,0.040831085,0.303163859,8.80E-04,0.879866504
718,MCAP,2,Ambient,208,652,646,651,643,667,651,662,671,Outer Bay,Inner Bay,0.599334884,0.311475833,0.783892608,0.464067732,37.636,0.18945,0.005033744,189.45,5.033744287,0.910810717,1.24796034,0.024200519,0.015924511,0.008276008,0.033158687,0.020828266,0.012330421,5.37,5.61,0.046896477,0.442888231,0.001246054,1.246053699
753,MCAP,6,High,208,643,643,629,615,590,554,607,617,Outer Bay,Inner Bay,0.686812971,0.340987363,0.400467261,0.530259279,37.752,0.18756,0.004968214,187.56,4.968213605,1.027800334,0.93072654,0.027225057,0.018192757,0.009032299,0.024653702,0.010607842,0.014045859,6.754,6.763,-0.001150584,-0.008639509,-3.05E-05,-0.030477432
780,MCAP,6,High,21,592,583,590,573,596,575,546,545,Outer Bay,Outer Bay,2.86340932,1.228936412,1.29410937,1.421202838,119.461,0.7076925,0.005924046,707.6925,5.924046341,4.092345732,2.715312208,0.034256751,0.023969407,0.010287344,0.022729696,0.010832903,0.011896793,16.084,16.489,0.07330444,0.231144831,6.14E-04,0.613626539
786,MCAP,1,Ambient,21,620,605,631,628,632,613,636,643,Outer Bay,Inner Bay,0.986488817,0.464873811,0.846133183,0.524622464,53.92534,,,,,1.451362628,1.370755647,0.026914297,0.018293604,0.008620693,0.025419509,0.015690827,0.009728682,6.07,6.399,0.063899133,0.533891506,0.001184956,1.184955589
803,MCAP,2,Ambient,21,605,608,548,615,619,619,656,637,Outer Bay,Outer Bay,0.972593065,0.601314622,1.077663214,0.756563559,73.22122,,,,,1.573907687,1.834226773,0.02149524,0.01328294,0.0082123,0.025050481,0.014717908,0.010332572,10.2,10.582,0.074477515,0.370292204,0.001017158,1.017157526
836,MCAP,7,High,21,568,589,595,594,630,576,555,520,Outer Bay,Inner Bay,1.14659315,0.578286735,0.810193213,0.700416566,68.509,0.2293875,0.003348283,229.3875,3.348282707,1.724879885,1.510609779,0.02517742,0.016736387,0.008441033,0.0220498,0.011826084,0.010223716,12.708,12.923,0.04169796,0.166396738,6.09E-04,0.608649375
874,MCAP,4,Ambient,143,582,591,609,624,617,601,638,637,Outer Bay,Inner Bay,0.934634316,0.583500643,0.855997069,0.479817877,63.322,0.3101805,0.004898463,310.1805,4.898463409,1.518134959,1.335814946,0.023974842,0.014760025,0.009214817,0.02109559,0.013518162,0.007577428,13.309,13.506,0.036302807,0.138332106,5.73E-04,0.573304807
880,MCAP,2,Ambient,143,656,628,634,661,645,666,654,661,Outer Bay,Outer Bay,1.369909713,0.743842347,1.380269933,0.886904038,90.69,0.25353,0.002795567,253.53,2.795567317,2.11375206,2.267173971,0.023307444,0.015105411,0.008202033,0.024999162,0.015219649,0.009779513,16.66,17.125,0.090328949,0.27496205,9.96E-04,0.996018844
895,MCAP,6,High,143,631,634,643,641,616,607,594,606,Outer Bay,Outer Bay,1.409004686,0.649836417,0.616499048,1.007141979,113.382,0.708624,0.006249881,708.624,6.249880933,2.058841103,1.623641027,0.018158448,0.012427058,0.00573139,0.014320095,0.005437363,0.008882733,17.786,17.999,0.034525381,0.098447726,3.05E-04,0.304504957
903,MCAP,4,Ambient,143,635,613,636,640,617,642,647,653,Outer Bay,Inner Bay,0.984949052,0.613899913,0.905805492,0.724814603,66.488,0.47034,0.007074058,470.34,7.074058477,1.598848965,1.630620095,0.024047181,0.014813937,0.009233244,0.024525029,0.013623594,0.010901435,12.588,12.882,0.061826046,0.249070302,9.30E-04,0.929882776
908,MCAP,3,Ambient,143,555,614,610,637,658,653,619,642,Outer Bay,Inner Bay,0.880759954,0.386856084,0.764956129,0.531312724,62.4817,,,,,1.267616038,1.296268853,0.020287797,0.014096287,0.00619151,0.020746376,0.012242883,0.008503493,13.752,13.887,0.027901192,0.102887558,4.47E-04,0.446549822
929,MCAP,5,High,22,613,623,628,594,632,625,585,574,Outer Bay,Outer Bay,0.935533873,0.593162602,0.440859333,0.64108733,62.241,0.18171,0.002919458,181.71,2.919458235,1.528696475,1.081946663,0.024560924,0.01503083,0.009530094,0.017383183,0.007083102,0.010300081,8.071,8.301,0.04184513,0.262934162,6.72E-04,0.672308125
949,MCAP,3,Ambient,22,631,630,636,621,662,656,653,650,Outer Bay,Inner Bay,0.581825846,0.275140676,0.588268037,0.357058191,31.43608,,,,,0.856966522,0.945326228,0.027260604,0.018508219,0.008752385,0.030071377,0.018713149,0.011358229,3.976,4.074,0.018938273,0.241556369,6.02E-04,0.602437486
958,MCAP,1,Ambient,22,639,637,654,611,656,665,635,672,Outer Bay,Outer Bay,0.680694207,0.605847293,0.757286528,0.481616168,46.43344,,,,,1.2865415,1.238902696,0.027707219,0.014659569,0.01304765,0.02668126,0.016309077,0.010372184,6.53,6.758,0.043896925,0.340923188,9.45E-04,0.945373097
970,MCAP,7,High,22,605,603,575,593,627,632,495,589,Outer Bay,Inner Bay,0.391494005,0.161461898,0.18184425,0.053051021,17.893,0.141408,0.007902979,141.408,7.902978819,0.552955903,0.234895271,0.030903476,0.02187973,0.009023747,0.013127775,0.010162871,0.002964904,3.668,3.672,-5.70E-04,-0.007878109,-3.18E-05,-0.03184357