Parent,Destination,Origin,Timepoint,Species,AFDW,SA,BM,BWg.d,BWx,BWx.d,BWg.dSA,BWg.dAFDW,BWx.dSA,BWx.dAFDW,LE,NP,R,GP,GPSA,GPAFDW,NPSA,NPAFDW,RSA,RAFDW,P_RSA,P_RAFDW,F0,FM,Yield,PercentLipids,TotalLipids,PropLipids,Final.prey.SA,Extension,Angle,Simpson,PropSpawn,FitScore,Survival,FitScoreNoRepro
57,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.4,1157.2,604.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.5,1031.5,597.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.75,1083.25,627.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.75,1090.25,609.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.5,1007,652.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.2,1009.4,609.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Inner Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,803,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Outer Lagoon,Outer Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.8,1048.8,607.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,1157,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,1007,627.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.4,980.6,629.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.4,1112.6,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,1051.833333,598.8333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.5,904,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.8,1004,570.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,1073.25,596.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.6,1142,608.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.5,995.5,610.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Inner Lagoon,Inner Lagoon,6,MCAP,235.6111115,41.61964,5.538860368,0.026605365,73.38264636,0.429138283,0.000782681,0.000146883,0.009967131,0.002012526,0.00924269,0.401307239,0.192807121,0.59411436,0.014554911,0.002717346,0.00980623,0.0018281,0.00474868,0.000889247,3.101774235,3.101774235,NA,NA,NA,39.77476229,0.0444375,0.397747623,17.42205221,0.164,55.685,1,0.5,0.886224454,100,1.772448908
121,Outer Lagoon,Inner Lagoon,6,MCAP,287.7666668,64.05466,4.708200415,0.053843761,159.6635969,0.922910965,0.000819993,0.000188057,0.01867907,0.004015482,0.010671676,0.883508378,0.329564458,1.213072836,0.018423634,0.004098484,0.013350543,0.002980624,0.005073091,0.001117861,3.55109336,3.55109336,NA,NA,NA,NA,NA,NA,NA,8.031,43.32,5.873373124,0.9,2.395115763,100,2.661239737
125,Inner Lagoon,Inner Lagoon,6,MCAP,238.3333337,55.22258,4.346283163,0.041986336,63.71943817,0.372628293,0.000742071,0.0001706,0.006510133,0.001491505,0.014259259,0.899977911,0.381962366,1.281940277,0.020400848,0.004733382,0.014051212,0.003282326,0.006349637,0.001451057,3.455686313,3.455686313,NA,NA,NA,45.08301405,0.07280625,0.450830141,8.856050737,1.667,4.506,1,0.5,0.477351694,57.14285714,0.954703388
125,Outer Lagoon,Inner Lagoon,6,MCAP,244.0888885,44.99269,5.717210857,0.038715568,159.7980615,0.923688217,0.000893093,0.000160557,0.025473196,0.004194826,0.011534682,0.6793215,0.343768216,1.023089716,0.023524494,0.004242632,0.0157004,0.002829562,0.007824094,0.00141307,2.997317585,2.997317585,NA,NA,NA,41.66029293,0.09375,0.416602929,10.8808284,1.474,12.55,3.591223744,0.9,1.939922547,80.95238095,2.155469497
143,Inner Lagoon,Outer Lagoon,6,MCAP,268.838889,61.10536,5.222106793,0.030223347,46.54423072,0.272188484,0.000556024,0.000111783,0.006705897,0.001104107,0.009836257,0.498307744,0.261432696,0.75974044,0.014509575,0.002973878,0.009623892,0.001955949,0.004885682,0.001017929,2.933741739,2.933741739,NA,NA,NA,51.79851511,0.1004,0.517985151,3.859109654,1.78,15.79,4.495931752,0.8,1.135191825,95.23809524,1.418989781
143,Outer Lagoon,Outer Lagoon,6,MCAP,280.390556,63.4648,4.37818182,0.050770331,79.96619699,0.462232353,0.00078856,0.00018461,0.007593097,0.001811284,0.009144509,0.832815818,0.372951619,1.205767437,0.018892459,0.004364982,0.013047261,0.003020971,0.005845197,0.001344011,3.24618439,3.24618439,NA,NA,NA,40.21739131,0.061303125,0.402173913,4.872429219,2.641,0.298,3.961206772,0.9,1.570301344,95.23809524,1.744779271
144,Inner Lagoon,Outer Lagoon,6,MCAP,217.0694448,32.8793725,6.908433077,0.023144566,67.34215138,0.393813751,0.000599518,9.02E-05,0.013127338,0.001938733,0.009817252,0.456506437,0.193940081,0.650446518,0.018928017,0.002865941,0.013520865,0.002042664,0.005407152,0.000823277,3.616791431,3.616791431,NA,NA,NA,49.31894193,0.0504375,0.493189419,19.791507,NA,NA,NA,0.8,1.301992192,95.23809524,1.62749024
144,Outer Lagoon,Outer Lagoon,6,MCAP,276.2314817,72.90934,3.757209008,0.047426512,114.5042488,0.66187427,0.000629713,0.000167005,0.010047215,0.002708377,0.011695954,0.883823267,0.378461417,1.262284684,0.017063241,0.004551245,0.011959117,0.003191691,0.005104123,0.001359555,3.347413462,3.347413462,NA,NA,NA,NA,NA,NA,NA,4.73,2.437,3.844295458,0.9,1.972236317,100,2.191373686
151,Inner Lagoon,Inner Lagoon,6,PCOM,192.7166668,36.474298,5.861577997,0.036176798,60.01198792,0.346890104,0.000874958,0.000157518,0.011130323,0.001815355,0.004593064,0.537837257,0.283526316,0.821363573,0.023440871,0.004051347,0.015318888,0.002642411,0.008121983,0.001408937,2.864991995,2.864991995,NA,NA,NA,31.02057342,0.035,0.310205734,53.53699714,1.775,36.747,3.589731758,1,1.469697217,90.47619048,1.469697217
151,Outer Lagoon,Inner Lagoon,6,PCOM,189.3361105,36.10411,4.824334038,0.00742217,45.59140556,0.260522318,0.000246331,0.000107724,0.008646342,0.003781166,0.00554,0.395543128,0.1989737,0.594516828,0.015413324,0.003457255,0.010287581,0.002339471,0.005125744,0.001117784,3.07822091,3.07822091,NA,NA,NA,NA,NA,NA,0.929277656,NA,NA,NA,1,0.839394384,57.14285714,0.839394384
152,Inner Lagoon,Inner Lagoon,6,PCOM,143.7055558,30.36145,4.857172599,0.034098263,54.82330696,0.316897728,0.001098356,0.00021687,0.010593834,0.002178383,0.006436994,0.525442309,0.285012299,0.810454607,0.026607234,0.005375255,0.017267736,0.003380546,0.009339498,0.001994709,2.830376515,2.749983533,NA,NA,NA,31.12877903,0.0534625,0.31128779,0.848861513,2.833,8.91,3.23207905,1,1.34607078,85.71428571,1.34607078
152,Outer Lagoon,Inner Lagoon,6,PCOM,292.4394442,42.69427,6.707315483,0.064634412,121.3501979,0.693429702,0.001493322,0.000289153,0.015738072,0.002652827,0.008949714,0.871297865,0.409887328,1.281185193,0.029613037,0.005519502,0.019982645,0.003667234,0.009630393,0.001852268,3.067416308,3.067416308,NA,NA,NA,22.27067466,0.0408,0.222706747,2.860317316,2.151,18.299,2.531614257,1,2.141117584,95.23809524,2.141117584
153,Inner Lagoon,Inner Lagoon,6,PCOM,178.5541668,43.099375,4.385247209,0.037756123,72.46652963,0.418881674,0.000920359,0.00022113,0.011145281,0.002824148,0.005905587,0.662855248,0.369787663,1.032642911,0.024592785,0.00616564,0.015905704,0.003920185,0.00868708,0.002245455,2.786727255,2.786727255,NA,NA,NA,NA,NA,NA,9.331116316,NA,NA,NA,1,1.419894248,80.95238095,1.419894248
153,Outer Lagoon,Inner Lagoon,6,PCOM,201.1366666,30.208222,6.970431134,0.037291953,135.9004001,0.776573715,0.001201322,0.000182104,0.027925192,0.004480918,0.007402286,0.559682917,0.252716836,0.812399753,0.026850992,0.003854236,0.01848602,0.002607855,0.008364972,0.001246381,3.118823225,3.118823225,NA,NA,NA,35.39650106,0.029184375,0.353965011,7.972227295,3.798,24.087,3.257685645,1,2.05528516,85.71428571,2.05528516
154,Inner Lagoon,Inner Lagoon,6,PCOM,168.7877784,28.846798,6.02102948,0.037249788,56.64324756,0.327417616,0.001319074,0.000229341,0.011725988,0.002067772,0.006310146,0.55066254,0.311294675,0.861957215,0.029667047,0.005386496,0.018802164,0.003447041,0.010864883,0.001939455,2.741805255,2.741805255,NA,NA,NA,NA,NA,NA,24.42033287,NA,NA,NA,1,1.589351709,100,1.589351709
154,Outer Lagoon,Inner Lagoon,6,PCOM,287.2666664,33.324988,8.615911249,0.061688744,157.920739,0.902404223,0.001851049,0.000217678,0.027567393,0.003239875,0.008168138,0.66316685,0.340507646,1.003674497,0.030469924,0.003828404,0.020116327,0.002539741,0.010353597,0.001288663,2.934186845,2.934186845,NA,NA,NA,31.66573946,0.068046875,0.316657395,NA,2.793,12.004,2.580839813,1,1.999487697,76.19047619,1.999487697
156,Inner Lagoon,Inner Lagoon,6,PCOM,209.4644446,32.550034,7.712813927,0.047698214,80.78260226,0.466951458,0.001358841,0.000245317,0.015974436,0.00259339,0.006475144,0.657736512,0.339306375,0.997042886,0.030476966,0.005631594,0.020000121,0.003755587,0.010476845,0.001876007,2.891232514,2.891232514,NA,NA,NA,53.43614719,0.041365625,0.534361472,34.31289395,1.009,13.716,3.755523094,1,1.665225708,90.47619048,1.665225708
156,Outer Lagoon,Inner Lagoon,6,PCOM,359.6344442,48.906784,7.089597714,0.077355069,133.2087114,0.761192637,0.001580438,0.000232145,0.016434176,0.002541803,0.011333714,1.128504787,0.514818779,1.643323565,0.033435363,0.004908483,0.022964444,0.003370568,0.010470919,0.001537915,3.158593559,3.158593559,NA,NA,NA,19.84352871,0.0564375,0.198435287,NA,2.892,5.243,2.576357062,1,2.144418484,90.47619048,2.144418484
157,Inner Lagoon,Inner Lagoon,6,PCOM,215.2750003,29.176645,7.366501769,0.05378069,107.2275833,0.61981262,0.001849538,0.000280939,0.022763954,0.003682534,0.007119942,0.637946798,0.336851114,0.974797912,0.034536412,0.005287211,0.022748705,0.003467797,0.011787707,0.001819414,2.921738461,2.921738461,NA,NA,NA,39.1765549,0.0762125,0.391765549,44.16319157,3.548,24.196,3.377595182,1,2.014916873,95.23809524,2.014916873
157,Outer Lagoon,Inner Lagoon,6,PCOM,267.8777782,40.357882,7.077540994,0.07530132,120.4124431,0.688071103,0.001889018,0.000313535,0.018161523,0.002805935,0.009117714,0.935206796,0.45869684,1.393903636,0.034900296,0.005681892,0.023620964,0.00374071,0.011279332,0.001941182,3.051976315,3.051976315,NA,NA,NA,29.724761,0.040446875,0.29724761,3.721984251,4.074,46.441,3.806507365,1,2.025334845,90.47619048,2.025334845
158,Inner Lagoon,Inner Lagoon,6,PCOM,108.574074,19.18236,5.583033097,0.022244789,87.77988995,0.507398208,0.001108269,0.00017484,0.026545765,0.004219702,0.004339114,0.250031481,0.134143887,0.384175368,0.020486169,0.003970395,0.013405652,0.002604899,0.007080518,0.001365496,2.879130269,2.879130269,NA,NA,NA,27.95110244,0.0097,0.279511024,20.27248963,0.928,54.728,1.460525066,1,1.548875484,80.95238095,1.548875484
158,Outer Lagoon,Inner Lagoon,6,PCOM,155.5222222,23.502124,7.454209113,0.03032924,108.2067276,0.618324157,0.001310932,0.000216269,0.029548355,0.004044938,0.007292571,0.525583598,0.237214766,0.762798364,0.033299103,0.005353615,0.023067395,0.003630843,0.010231708,0.001722771,3.225333278,3.225333278,NA,NA,NA,32.1550173,0.02175,0.321550173,20.89181742,0.484,24.715,2.876636294,1,1.710510439,80.95238095,1.710510439
162,Inner Lagoon,Inner Lagoon,6,MCAP,292.6888894,70.855,5.013096339,0.046853907,114.525922,0.669742234,0.00077161,0.000164457,0.014292931,0.002868908,0.011948538,0.866717147,0.267435222,1.134152369,0.016992548,0.003724304,0.012685087,0.002808385,0.004307461,0.000915919,4.003443188,4.003443188,NA,NA,NA,55.76232733,0.0509,0.557623273,13.11525454,7.421,15.832,5.560092319,0.5,1.102768011,100,2.205536022
162,Outer Lagoon,Inner Lagoon,6,MCAP,266.793333,62.620012,5.207571544,0.057317283,152.7601585,0.883006696,0.001092772,0.000220016,0.01788551,0.00395501,0.011678613,1.010008204,0.392850498,1.402858702,0.024902969,0.005250753,0.017804189,0.003793164,0.00709878,0.001457589,3.599699733,3.599699733,NA,NA,NA,29.83654782,0.049328125,0.298365478,17.82415969,3.96,19.564,5.392787333,0.9,2.219496046,95.23809524,2.466106718
163,Inner Lagoon,Inner Lagoon,6,MCAP,406.6155554,88.837594,5.188488245,0.060531525,130.7527793,0.764636137,0.000725136,0.000148327,0.010393984,0.002025266,0.017622222,1.094467966,0.489761304,1.584229269,0.018024883,0.003813295,0.01254977,0.002637837,0.005475113,0.001175458,3.270261379,3.270261379,NA,NA,NA,45.72490706,0.205,0.457249071,8.241008775,13.214,30.432,7.21063265,0.5,1.188172523,100,2.376345046
163,Outer Lagoon,Inner Lagoon,6,MCAP,232.9438885,65.36998,3.74131004,0.055031979,165.0024453,0.95377136,0.000809951,0.000227561,0.018602584,0.00492674,0.013180347,0.969611266,0.419404222,1.389015488,0.021572931,0.006057495,0.014933715,0.004188499,0.006639216,0.001868996,3.267007092,3.267007092,NA,NA,NA,43.05644208,0.0706875,0.430564421,6.77639672,3.375,13.274,2.72253,0.9,2.445109603,100,2.716788448
166,Inner Lagoon,Inner Lagoon,6,MCAP,264.5211112,56.638696,5.007198818,0.04271864,62.69456554,0.366634886,0.000776718,0.000164158,0.008033022,0.001595441,0.009127165,0.58177161,0.263127206,0.844898816,0.016552617,0.003719822,0.01135445,0.002543509,0.005198167,0.001176313,3.280645694,3.280645694,NA,NA,NA,46.25468165,0.04476875,0.462546817,11.83579602,0.572,21.275,1.477849245,0.5,0.829971398,100,1.659942796
166,Outer Lagoon,Inner Lagoon,6,MCAP,283.004167,56.3907175,5.044174625,0.048437572,82.96693895,0.479577682,0.000776828,0.000161121,0.009516377,0.001971681,0.009608093,0.779496635,0.35304461,1.132541246,0.017500207,0.003606931,0.012136497,0.002509933,0.00536371,0.001096998,3.256258398,3.256258398,NA,NA,NA,40.43067959,0.0391875,0.404306796,6.257087305,1.176,91.082,1.699317,0.9,1.676915844,100,1.863239827
167,Inner Lagoon,Inner Lagoon,6,MCAP,322.7333336,71.396044,7.645356957,0.066811024,137.5663439,0.804481543,0.001676036,0.000216348,0.0207838,0.002854682,0.013621053,1.088310689,0.457372081,1.54568277,0.035231597,0.005057493,0.024633321,0.003588567,0.010598277,0.001468926,3.383277009,3.383277009,NA,NA,NA,NA,NA,NA,NA,9.283,10.523,6.369955476,0.5,1.064202115,90.47619048,2.12840423
167,Outer Lagoon,Inner Lagoon,6,MCAP,282.870833,87.5804125,3.38460917,0.070908539,173.3653131,1.002111637,0.000771124,0.000232459,0.01302414,0.003792739,0.011424856,1.146065801,0.511601872,1.657667672,0.016673794,0.005099139,0.011927545,0.003679833,0.004746249,0.001419306,3.592536185,3.592536185,NA,NA,NA,32.11539865,0.06945,0.321153987,5.187445395,3.282,10.55,2.983839683,0.9,2.403257954,95.23809524,2.670286616
169,Inner Lagoon,Inner Lagoon,6,MCAP,228.8888898,32.177812,7.147355863,0.018845332,95.82931319,0.56040534,0.0005785,8.33E-05,0.018343459,0.002538647,0.011950877,0.376722711,0.147916015,0.524638726,0.016434263,0.002397465,0.011791573,0.001724095,0.00464269,0.00067337,3.534615182,3.534615182,NA,NA,NA,49.10487782,0.035165625,0.491048778,24.28126477,0,NA,NA,0.5,0.86088412,85.71428571,1.72176824
169,Outer Lagoon,Inner Lagoon,6,MCAP,165.5472225,41.52472,4.00367626,0.02088684,116.2728499,0.672097398,0.000558359,0.000136107,0.01755973,0.004256102,0.008332948,0.524985305,0.207567344,0.73255265,0.019451078,0.004794824,0.014092852,0.003468878,0.005358226,0.001325947,3.607432831,3.607432831,NA,NA,NA,43.92488162,0.028003125,0.439248816,7.322881654,1.304,4.375,2.905114826,0.9,1.894093129,95.23809524,2.104547921
170,Inner Lagoon,Inner Lagoon,6,MCAP,396.4166658,60.879925,6.878572116,0.029775921,89.70131952,0.52456912,0.000629451,0.000105124,0.009377275,0.00156849,0.012669591,0.640038315,0.271033494,0.911071809,0.016571519,0.002986929,0.011647369,0.002115836,0.004924151,0.000871093,3.389564985,3.389564985,NA,NA,NA,46.59442724,0.10535,0.465944272,1.346618407,3.377,12.87,2.993032957,0.5,0.55549269,57.14285714,1.11098538
170,Outer Lagoon,Inner Lagoon,6,MCAP,292.8822222,72.021838,4.22755707,0.039656153,53.94259461,0.311806905,0.000524756,0.000125622,0.005655445,0.001275478,0.007384971,1.082392112,0.448805839,1.531197951,0.020266543,0.004892045,0.014157413,0.003418557,0.00610913,0.001473487,3.320029454,3.320029454,NA,NA,NA,53.25615051,0.0644,0.532561505,10.85923705,0,NA,NA,0.9,1.27130555,90.47619048,1.412561722
208,Inner Lagoon,Outer Lagoon,6,MCAP,258.25,77.403802,3.666635961,0.047107781,105.5203231,0.617077913,0.000651998,0.000180729,0.008871525,0.002409216,0.014098245,0.681406301,0.318812419,1.00021872,0.014154988,0.003883056,0.00967315,0.002651214,0.004481838,0.001231842,3.14699884,3.14699884,NA,NA,NA,42.85177229,0.10265625,0.428517723,-2.430871863,7.171,50.464,5.399141274,0.8,1.647545902,100,2.059432378
208,Outer Lagoon,Outer Lagoon,6,MCAP,313.8355562,71.33977,4.98638012,0.057943598,162.5326752,0.939495232,0.000862625,0.000186726,0.01549054,0.003154838,0.011618497,1.427484005,0.581529036,2.009013041,0.026908358,0.00627616,0.018887203,0.004431858,0.008021155,0.001844303,3.384189921,3.384189921,NA,NA,NA,42.20183486,0.089125,0.422018349,6.186632968,3.89,4.589,2.856690316,0.9,2.421982276,100,2.691091418
